state,year,population,violent_total,murder,rape,robbery,aggravated_assault,property_total,burglary,larceny ,vehicle_theft,unemployment
SC,1996,3699000,996.9,9,49.2,172,766.7,5217.2,1283.8,3505,428.5,5.783
SC,1997,3760000,990.3,8.4,48.9,176.2,756.9,5143.7,1232,3492.7,419,4.575
SC,1998,3836000,903.2,8,45.7,154.9,694.6,4873.8,1162.7,3295.4,415.7,3.758
SC,1999,3885736,847.2,6.6,40.8,148.2,651.5,4477.6,1019.9,3086,371.7,4.258
SC,2000,4012012,828.1,7.3,41.4,155,624.5,4518.7,969.3,3125.2,388.5,3.758
SC,2001,4062125,815.2,8.1,43.5,147.4,616.1,4580.2,1049,3120.1,411.1,5.217
SC,2002,4103770,822.7,7.3,47.7,140.7,627,4479,1066,3002,411,5.808
SC,2003,4148744,806.4,7.3,47.1,139.8,612.2,4521.7,1060.4,3080.7,380.6,6.908
SC,2004,4197892,789.9,6.8,42.2,130.3,610.6,4536.9,1041.9,3120.4,374.6,6.825
SC,2005,4246933,767,7.4,43.8,133.2,582.9,4370,1006.4,2978,386,6.725
SC,2006,4321249,771.1,8.4,42.4,136.6,583.7,4274.5,994,2894.4,386.1,6.433
SC,2007,4407709,785.7,8.3,40.2,144.2,593,4294.8,1030,2876.8,388,5.667
SC,2008,4479800,731,6.9,37.6,147.2,539.3,4240.1,1026,2819.7,394.4,6.792
SC,2009,4561242,675.2,6.7,36.5,126.1,506,3909.2,996.3,2614.4,298.5,11.258
SC,2010,4637106,602.2,5.7,33.4,108.2,454.8,3905.4,997.6,2621.1,286.7,11.158
SC,2011,4673348,596.9,6.8,35.9,99.1,455,3921,1013.2,2616,291.8,10.558
SC,2012,4723417,560.5,7,36.2,95.5,421.7,3833,957.4,2590.1,285.5,9.217
SC,2013,4771929,508.5,6.4,36.4,83.1,372.2,3630.8,857.7,2509,264.1,7.633
SC,2014,4832482,497.7,6.4,30.6,82.7,365.8,3460.3,759.9,2433.4,267,6.45
SD,1976,686000,186.2,1.7,15.3,23.2,145.9,2454.2,620.4,1684.3,149.6,3.258
SD,1977,689000,189.1,2,13.5,17.9,155.7,2422.4,570.5,1704.4,147.5,3.3
SD,1978,690000,163.5,1.9,10.9,15.9,134.8,2525.8,599.7,1766.1,160,3.083
SD,1979,689000,159.1,2,16.4,20.3,120.3,2800.7,626.4,2000.3,174,3.375
SD,1980,688217,126.8,0.7,12.5,20.1,93.6,3116.3,692.5,2255.2,168.6,4.792
SD,1981,685000,104.8,1.8,11.5,17.8,73.7,2908.3,634.7,2129.5,144.1,4.967
SD,1982,691000,99,2.7,11.4,17.1,67.7,2545.9,562.2,1865.3,118.4,5.475
SD,1983,7.00E+05,120,2.1,17,15.9,85,2427.6,545.7,1779,102.9,5.233
SD,1984,706000,147.5,1.8,26.9,14.9,103.8,2465,499.9,1855.8,109.3,4.383
SD,1985,708000,136.6,1.8,23.7,17.1,93.9,2504.2,546.2,1856.2,101.8,4.85
SD,1986,708000,124.7,4,17.7,16.2,86.9,2591.2,553.5,1939,98.7,4.6
SD,1987,709000,119.7,1.8,20.6,12.3,85,2558.3,534.1,1928.5,95.6,4.225
SD,1988,715000,113.7,3.1,26.9,12.2,71.6,2467.3,517.9,1853.8,95.5,4.117
SD,1989,715000,135.5,1.3,32,11.7,90.5,2549.7,474.7,1966,109,4.008
SD,1990,696004,162.8,2,34.3,12.4,114.1,2746.5,527.4,2108.9,110.2,3.775
SD,1991,703000,182.2,1.7,39.7,18.8,122,2897,589.8,2192.3,114.9,3.5
SD,1992,711000,194.5,0.6,51.8,16.9,125.3,2804.4,541.4,2161.9,101.1,3.308
SD,1993,715000,208.4,3.4,44.5,15,145.6,2749.8,549.2,2086,114.5,3.375
SD,1994,721000,227.6,1.4,42,18.7,165.5,2874.6,546.2,2207.5,120.9,3.25
SD,1995,729000,207.5,1.8,41,25.9,138.8,2853.1,540.7,2191.5,120.9,3.058
SD,1996,732000,177.2,1.2,41,18.9,116.1,2792.8,557,2121.9,113.9,3.15
SD,1997,738000,197.4,1.4,48.4,23.3,124.4,3047.6,553.9,2377.4,116.3,2.942
SD,1998,738000,154.3,1.4,35,20.2,97.8,2469.8,468.6,1897.8,103.4,2.792
SD,1999,733133,167.4,2.5,45.8,14,105,2476.9,444,1915.5,117.4,2.725
SD,2000,754844,166.8,0.9,40.4,17.4,108.1,2153,383.7,1663.7,105.7,2.458
SD,2001,758324,154.4,0.9,46.3,13.6,93.6,2172.3,407.1,1657.7,107.5,3.092
SD,2002,760437,177.5,1.4,47.5,15.4,113.2,2103,399,1596.3,107.7,3.183
SD,2003,764905,173.7,1.3,46.5,13.6,112.3,2003.4,376.3,1512.9,114.3,3.533
SD,2004,770621,171.2,2.2,43.6,14.5,110.8,1931.6,408.5,1413.1,109.9,3.725
SD,2005,774883,179,2.3,48.7,18.7,109.3,1767,323.3,1336,108,3.817
SD,2006,781919,264.9,3.8,59.5,20.2,181.3,1766.4,386.7,1273,106.7,3.108
SD,2007,796214,241.9,3.9,54.4,14.8,168.8,1736.8,332.4,1305.9,98.5,2.842
SD,2008,804194,276.9,4.6,69.9,16.7,185.8,1724.3,333.6,1276.6,114.2,3.05
SD,2009,812383,218.7,3.7,61.7,14.4,139,1769.9,322.6,1340.6,106.6,4.925
SD,2010,816598,268.9,2.8,47.1,18.9,200.1,1859.9,390.9,1371.1,98,4.983
SD,2011,823593,255.6,2.4,61.1,20.3,171.8,1857.6,355.4,1387,115.2,4.742
SD,2012,834047,323.8,2.8,71.9,18.8,230.3,2077.3,393.3,1555.4,128.6,4.275
SD,2013,845510,323.2,2.1,53.7,18.5,242.7,1924.8,400.1,1413.9,110.7,3.792
SD,2014,853175,326.5,2.3,48.4,23.4,245.7,1863.9,330.3,1415.5,118,3.433
TN,1976,4214000,393.3,11,25.4,147.5,209.4,3865.1,1320.5,2218.6,325.9,6.1
TN,1977,4299000,389.5,10.1,29.7,145.8,203.9,3582.8,1492.3,1776.5,314,6.25
TN,1978,4357000,382.6,9.4,30.6,152.4,190.2,3307.8,1213.6,1766.1,328.1,5.808
TN,1979,4380000,414,9.8,34.5,166.1,203.6,3599.3,1294.7,1937.2,367.4,5.833
TN,1980,4545590,458.1,10.8,37.4,180.6,229.4,4039.8,1501.5,2175.2,363.1,7.425
TN,1981,4610000,412.6,9.7,37.6,171.7,193.5,3898.9,1384.2,2180.6,334.1,8.958
TN,1982,4651000,421.1,9.7,35.5,175.7,200.2,3992.5,1288.6,2371.9,332,11.725
TN,1983,4685000,402,8.8,35.9,172.8,184.6,3609.6,1205.9,2087.2,316.5,11.55
TN,1984,4717000,445.4,8.4,40,166.8,230.3,3444.2,1123.6,1954.1,366.4,8.567
TN,1985,4762000,474.4,9,42.6,180.9,242,3692.3,1166.8,2040.3,485.2,7.95
TN,1986,4803000,539.6,10.4,47,207.7,274.5,3994.6,1325.2,2125.8,543.6,7.908
TN,1987,4855000,533.5,9.1,43.9,193.8,286.6,4132.2,1351.8,2213.4,566.9,6.617
TN,1988,4919000,532.7,9.4,44.7,173.6,305.1,3936.7,1237.9,2156,542.8,5.817
TN,1989,4940000,548.9,8.4,46,160.4,334.1,3964.7,1206.9,2224.9,532.9,5.067
TN,1990,4877185,670.4,10.5,49.5,191.2,419.2,4380.6,1264,2545.1,571.5,5.342
TN,1991,4953000,725.9,11,46.4,212.9,455.6,4640.7,1365,2662.1,613.6,6.742
TN,1992,5024000,746.2,10.4,47.3,218.2,470.3,4389.6,1267.2,2546.5,575.9,6.5
TN,1993,5099000,765.8,10.2,49.9,220.1,485.5,4473.8,1182.6,2700.2,591,5.808
TN,1994,5175000,747.9,9.3,49.2,207.4,482,4371.9,1141.6,2670,560.3,4.867
TN,1995,5256000,771.5,10.6,47.1,223.2,490.5,4591.2,1143.2,2799.5,648.5,5.15
TN,1996,5320000,774,9.5,46.5,223.7,494.3,4675.4,1163.5,2864.8,647.1,5.167
TN,1997,5368000,789.7,9.5,56.9,214,509.2,4722.1,1171.7,2921.8,628.6,5.275
TN,1998,5431000,715,8.5,45.8,178,482.8,4319.4,1075.9,2726.1,517.4,4.3
TN,1999,5483535,695,7.1,44,156.8,487,3999.3,936.7,2602.1,460.6,3.967
TN,2000,5689283,707.2,7.2,38.4,166.4,495.2,4183,990.4,2708.8,483.9,3.867
TN,2001,5749398,744,7.4,38.2,177.7,520.7,4400.3,1038.5,2870.1,491.7,4.55
TN,2002,5789796,717.8,7.3,39.6,162.6,508.5,4307.6,1057.9,2791.3,458.4,5.183
TN,2003,5845208,691.3,6.8,36.4,161,487.1,4389.3,1083.3,2853.1,452.9,5.633
TN,2004,5893298,697.6,6.1,38.7,150.4,502.5,4326.8,1024.7,2881.7,420.4,5.333
TN,2005,5955745,757,7.2,36.8,168.1,545.2,4300,1032.8,2844,424,5.55
TN,2006,6038803,762.5,6.9,36.3,184.5,534.7,4137.6,1043.7,2718.8,375.1,5.2
TN,2007,6156719,755,6.6,35.7,179.2,533.4,4098.6,1004.1,2741.8,352.8,4.675
TN,2008,6214888,722.7,6.6,33.4,173.8,508.8,4040.1,1047.4,2683.8,309,6.575
TN,2009,6296254,666,7.4,32.1,153.3,473.2,3766.6,1013.8,2514.3,238.5,10.483
TN,2010,6357436,612,5.6,34.2,131.5,440.7,3662.7,1011.3,2418.1,233.3,9.675
TN,2011,6399787,607.8,5.9,32.7,126.3,442.8,3607.9,981.8,2405.2,221,8.992
TN,2012,6454914,638.5,6.2,31.7,126.3,474.3,3376.1,871.1,2304.2,200.8,7.842
TN,2013,6497269,585.8,5.2,29.3,112.9,429.3,3196.5,790.1,2223.1,183.2,7.783
TN,2014,6549352,608.4,5.7,28.4,110.9,453.2,3060.6,712.2,2156,192.4,6.583
TX,1976,12487000,355.7,12.2,29.4,139,175.3,5108.7,1547.8,3209.5,351.3,5.758
TX,1977,12830000,407.7,13.3,33.8,152.4,208.2,4989.4,1603.1,2988.7,397.6,5.333
TX,1978,13014000,435.3,14.2,37.9,164.4,218.8,5121.5,1611.9,3065.3,444.3,4.825
TX,1979,13385000,507.9,16.7,45.1,191.8,254.3,5417.3,1791.2,3081.9,544.2,4.308
TX,1980,14169829,550.3,16.9,47.3,208.5,277.6,5592.7,1853.2,3181.4,558.1,5.142
TX,1981,14755000,532.4,16.6,46.2,193.3,276.3,5517.9,1870.4,3082.9,564.6,5.292
TX,1982,15280000,577.1,16.1,44.6,220,296.3,5725.1,1871.5,3283.6,570.1,6.875
TX,1983,15724000,512.2,14.2,40.3,189.3,268.4,5395,1667.5,3202.6,524.9,7.917
TX,1984,15989000,505,13.1,45.9,178.5,267.4,5525,1664.1,3311.8,549.1,6.125
TX,1985,16370000,550,13,51.1,193.5,292.3,6018.7,1770.5,3640.3,608,7.033
TX,1986,16682000,658.9,13.5,51.6,239.9,353.9,6749.2,2048.6,3986.5,714.1,8.75
TX,1987,16789000,631.1,11.7,48.1,226.7,344.8,7091.3,2118,4238.5,734.8,8.442
TX,1988,16780000,652.6,12.1,48.4,234.2,357.9,7365.1,2157.2,4407.9,800.1,7.358
TX,1989,16991000,658.5,11.9,46.8,223.1,376.6,7268.4,2014.9,4365,888.5,6.658
TX,1990,16986510,761.4,14.1,51.5,260.8,435.1,7065.3,1851.5,4304.7,909,6.333
TX,1991,17349000,840.1,15.3,53.4,286.5,484.9,6979,1802.4,4232.3,944.3,6.908
TX,1992,17656000,806.3,12.7,53.4,252.5,487.7,6251.6,1523.2,3906.8,821.7,7.633
TX,1993,18031000,762.1,11.9,55,224.4,470.8,5677,1297.3,3687.3,692.3,7.158
TX,1994,18378000,706.5,11,49.5,204.8,441.1,5165.9,1168.2,3395.1,602.6,6.492
TX,1995,18724000,663.9,9,45.7,179.8,429.3,5020.5,1082.3,3377.8,560.4,6.067
TX,1996,19128000,644.4,7.7,43.8,171.5,421.4,5064.5,1068.5,3447.4,548.6,5.708
TX,1997,19439000,602.5,6.8,41.2,157,397.5,4878,1034.3,3320.4,523.3,5.308
TX,1998,19760000,564.6,6.8,40,145.1,372.6,4547,986.3,3071.7,489.1,4.883
TX,1999,20044141,560.3,6.1,38,146.7,369.5,4471.4,949.7,3062.6,459.2,4.667
TX,2000,20851820,545.1,5.9,37.7,145.1,356.3,4410.4,906.3,3057.4,446.8,4.292
TX,2001,21370983,571.6,6.2,38.2,165.4,361.7,4570,956.3,3133.3,480.4,4.942
TX,2002,21736925,579.7,6,39.1,172.9,361.7,4620.1,978.1,3169.7,472.4,6.342
TX,2003,22103374,553.1,6.4,36.3,167.5,342.9,4599.9,994.8,3160.8,444.3,6.683
TX,2004,22471549,540.9,6.1,37.3,159.4,338.1,4497.7,979.5,3099.5,418.6,5.942
TX,2005,22928508,528,6.1,37.1,156.1,328.8,4319,958.8,2953,408,5.408
TX,2006,23507783,517.3,5.9,35.9,158.5,317,4083.1,917.6,2759.6,405.9,4.892
TX,2007,23904380,510.4,5.9,35.4,162.2,306.9,4122.3,955.1,2774,393.2,4.292
TX,2008,24326974,508,5.6,33.1,155.1,314.1,3986.8,945.6,2690.2,351,4.808
TX,2009,24782302,491,5.4,33.5,153.4,298.7,4015.3,968.7,2737.7,309,7.558
TX,2010,25253466,448.4,4.9,30.2,130.1,283.2,3766.8,905.2,2592.2,269.4,8.15
TX,2011,25631778,408.6,4.4,29.2,111.7,263.3,3483.2,841.7,2392.1,249.4,7.758
TX,2012,26060796,408.6,4.4,29.6,116.6,258,3363.1,786.6,2327,249.5,6.725
TX,2013,26505637,410.3,4.3,28.7,120,246.6,3253.2,720.8,2284.2,248.2,6.283
TX,2014,26956958,405.9,4.4,30.6,115.7,243.6,3019.4,627.8,2137.3,254.3,5.1
UT,1976,1228000,220.6,4.5,20.9,69.4,125.8,4757.2,1137.9,3302,317.3,5.617
UT,1977,1268000,240,3.5,20.3,68.8,147.3,4510.6,1171.6,3004.6,334.5,5.15
UT,1978,1307000,271.8,3.7,22.9,66.5,178.7,4707.1,1187.1,3186.1,333.9,3.808
UT,1979,1367000,304.2,4.8,27.9,77.7,193.8,5187.9,1178.9,3673.4,335.6,4.317
UT,1980,1458729,303.3,3.8,27.7,80.2,191.7,5577.3,1321.9,3931.8,323.6,6.183
UT,1981,1516000,298.6,3.3,28.4,84.8,182.1,5451.4,1274.8,3882.3,294.3,6.567
UT,1982,1554000,285.7,3.4,23.7,86.5,172.1,5048.3,1106.9,3689.9,251.5,8.192
UT,1983,1619000,256,3.5,24.9,64.3,163.3,4862,1015.8,3610.4,235.7,8.733
UT,1984,1652000,244.2,2.8,20.3,58,163.1,4522,858.1,3437.2,226.7,6.483
UT,1985,1645000,267.4,3,23.2,55.2,186,5050,942.9,3870.4,236.7,6.033
UT,1986,1665000,266.7,3.2,25.3,58.6,179.6,5211.7,914.9,4073.6,223.2,6.083
UT,1987,1680000,229.8,3.3,21.7,52.8,152,5388.8,950.9,4228.5,209.5,6.225
UT,1988,1691000,243.1,2.8,23.6,54.1,162.6,5335.5,881,4238.7,215.7,4.975
UT,1989,1707000,258.8,2.6,28.6,52.6,174.9,5423.4,897,4288.8,237.6,4.55
UT,1990,1722850,283.9,3,37.8,56.9,186.3,5376,880.6,4257.6,237.7,4.417
UT,1991,1770000,286.8,2.9,45.6,55.1,183.1,5320.8,840.2,4239.6,241,4.7
UT,1992,1813000,290.5,3,45.4,55.9,186.2,5368,885,4245.1,237.9,4.858
UT,1993,1860000,301,3.1,44.6,58.6,194.7,4936.3,790.8,3903.4,242.2,4.058
UT,1994,1908000,304.5,2.9,42.2,63.6,195.8,4996.4,790.8,3907.4,298.2,3.8
UT,1995,1951000,328.8,3.9,42.7,67.1,215.1,5762,800.8,4572.1,389.1,3.517
UT,1996,2.00E+06,331.9,3.2,41.8,68.9,218.1,5654,848.3,4377.1,428.6,3.383
UT,1997,2059000,334,2.4,47.5,68.4,215.8,5661.4,890.5,4326.9,444.1,3.183
UT,1998,2100000,279.5,2.1,38.4,55.1,183.9,4768.1,694.9,3721.7,351.5,3.65
UT,1999,2129836,275.6,2.1,37.8,54.4,181.3,4701.3,685.1,3669.6,346.6,3.542
UT,2000,2233169,255.7,1.9,38.6,55.6,159.5,4220.3,642.5,3288.5,289.3,3.342
UT,2001,2278712,233.2,2.9,39.3,52.5,138.4,3993.2,605.8,3101.6,285.8,4.417
UT,2002,2318789,236.7,2,40.7,49.2,144.8,4210.9,652.2,3225.6,333,5.8
UT,2003,2352119,250.4,2.6,39.1,53.5,155.3,4255.1,721.1,3202.3,331.7,5.633
UT,2004,2420708,233.3,1.9,39.9,51.1,140.4,4038.6,628.9,3093.7,315.9,4.992
UT,2005,2490334,225,2.2,36.9,44,142.2,3837,601.2,2894,341,4.092
UT,2006,2550063,226.3,2,34.9,48.7,140.7,3512.5,577.3,2607,328.3,2.975
UT,2007,2645330,239.9,2.2,35.3,53.9,148.5,3518.7,589.5,2592.2,337,2.567
UT,2008,2736424,225.3,1.5,33.4,51.9,138.4,3375.7,539.6,2569,267.1,3.592
UT,2009,2784572,215.4,1.4,33.8,46.8,133.4,3295,547.9,2497.9,249.1,7.325
UT,2010,2775479,213.5,1.9,35.4,45.7,130.4,3182,543.9,2422.7,215.4,7.833
UT,2011,2814347,197.1,1.8,32,38.3,125,2987.7,468,2299.9,219.8,6.733
UT,2012,2854871,208,1.8,34.2,38.7,133.4,3022.3,458.7,2352.4,211.3,5.408
UT,2013,2902787,228.9,1.8,31.9,43,131.7,3043.1,472.9,2312.1,258.1,4.583
UT,2014,2942902,215.6,2.3,32.1,44.6,119.4,2878.5,391.4,2239.1,248,3.817
VT,1976,476000,118.3,5.5,14.9,17.9,80,3073.9,1022.7,1853.2,198.1,8.358
VT,1977,483000,149.5,1.4,15.9,30.8,101.2,3814.5,1348.2,2201,265.2,7.017
VT,1978,487000,166.3,3.3,14.6,14.4,134.1,3640.2,1261.2,2164.9,214.2,5.625
VT,1979,493000,184.2,1.4,22.9,28.6,131.2,5115,1577.9,3200,337.1,5.167
VT,1980,511299,178.8,2.2,29.1,38.9,108.5,4809.7,1526.7,2988.1,294.9,6.208
VT,1981,515000,128,4.3,33,27.6,63.1,4932.8,1559.8,3079.6,293.4,5.808
VT,1982,516000,126.9,2.3,34.9,23.1,66.7,4564.9,1178.3,3131.8,254.8,6.983
VT,1983,525000,132.6,3.6,40.8,27.8,60.4,4000.2,1090.3,2723,186.9,6.425
VT,1984,530000,145.1,2.3,19.8,23,100,3822.8,1016.4,2651.7,154.7,5.092
VT,1985,535000,147.7,3.4,19.3,20.9,104.1,3740.4,973.8,2602.6,163.9,4.792
VT,1986,541000,149.2,2,21.8,22.2,103.1,3827.7,949.2,2697.4,181.1,4.292
VT,1987,548000,136.5,2.7,22.4,16.8,94.5,4134.7,1110.4,2825.7,198.5,3.575
VT,1988,556000,142.3,2,23,16,101.3,4098.2,1096.8,2804.1,197.3,2.992
VT,1989,567000,132.8,1.9,23.1,18,89.8,3955.7,1029.1,2727.7,198.9,3.542
VT,1990,562758,127.2,2.3,25.9,11.7,87.2,4213.7,1087.3,2918.5,207.9,5.008
VT,1991,567000,116.8,2.1,30.5,11.8,72.3,3838.4,1020.1,2673.9,144.4,6.583
VT,1992,570000,109.5,2.1,24.9,8.9,73.5,3300.5,825.6,2369.6,105.3,6.108
VT,1993,576000,114.2,3.6,39.8,9,61.8,3858.2,874.3,2851.2,132.6,5.167
VT,1994,580000,96.9,1,27.6,12.2,56,3153.4,736.9,2267.9,148.6,4.567
VT,1995,585000,118.3,2.2,28.2,10.9,76.9,3315.4,760.9,2418.8,135.7,4.3
VT,1996,589000,121.2,1.9,27,15.4,76.9,2881.7,673,2058.4,150.3,4.317
VT,1997,589000,119.7,1.5,26.5,13.4,78.3,2708.5,613.1,1959.6,135.8,3.908
VT,1998,591000,106.3,2.2,27.6,9.5,67,3032.8,671.1,2213.9,147.9,3.392
VT,1999,593740,113.9,2.9,22.9,10.9,77.1,2704.7,595.7,1955.4,153.6,2.95
VT,2000,608827,113.5,1.5,23,19.2,69.8,2873.4,575,2165.5,132.9,2.808
VT,2001,612978,105.1,1.1,17.5,17.5,69,2664.7,513.9,2027.2,123.7,3.333
VT,2002,616408,106.7,2.1,20.4,12.5,71.7,2424,566,1733.3,124.8,3.992
VT,2003,619343,114.2,2.4,20.3,10,81.4,2228.7,487.1,1635.9,105.6,4.267
VT,2004,621233,114.8,2.6,25.8,12.6,73.9,2343.6,552.9,1696.1,94.5,3.675
VT,2005,622387,126,1.3,24.6,12.2,87.6,2370,511.7,1750,108,3.475
VT,2006,623908,145.1,2.2,27.7,18.3,96.8,2391.4,551.8,1740.2,99.4,3.683
VT,2007,621254,129.1,2.1,20.6,12.7,93.7,2366.5,515.1,1747,104.5,4.008
VT,2008,621270,137.5,2.7,21.4,15,98.3,2559.8,565.8,1899.7,94.3,4.683
VT,2009,621760,134.6,1.3,21.2,17.9,94.2,2414.1,558.3,1783.6,72.2,6.592
VT,2010,625909,131,1.1,22.5,12.1,95.2,2262.3,534.9,1657.3,70.1,6.092
VT,2011,626592,147.6,1.8,23.3,15.8,106.8,2407.6,612.5,1710.8,84.3,5.475
VT,2012,625953,142.3,1.3,20.9,18.2,101.9,2500.7,667.6,1759.6,73.5,4.95
VT,2013,626855,123.6,1.6,18,12,88.4,2214.5,534.7,1626.1,53.8,4.408
VT,2014,626562,99.3,1.6,15.8,11.2,68.9,1524.4,324.6,1160.8,38.9,3.925
VA,1976,5032000,307.7,9.5,22.2,108.2,167.9,3895.4,1019.1,2650.2,226.1,5.858
VA,1977,5135000,290,9,23.3,92.1,165.7,3734,986.2,2521.2,226.7,5.458
VA,1978,5148000,286.4,8.8,22.7,97.1,157.8,3786.6,990.8,2566.8,229,5.292
VA,1979,5197000,301,8.6,27.1,111.6,153.7,4060.3,1082.6,2730.9,246.8,4.758
VA,1980,5323412,307.2,8.6,27.4,120.1,151.1,4312.8,1202.6,2882.3,227.9,5.158
VA,1981,5426000,321.7,8.6,27.2,133.2,152.7,4349.1,1167.5,2979.7,201.9,6.008
VA,1982,5491000,309.1,7.4,24.9,122.2,154.6,3946.7,973.5,2789.1,184.1,7.433
VA,1983,5550000,292.5,7,24.7,110.5,150.4,3669,919.9,2571.4,177.7,6.442
VA,1984,5636000,295.6,7.7,26.7,102.3,158.9,3488,841.7,2462.9,183.4,5.092
VA,1985,5706000,294.7,7.1,27.2,100.2,160.1,3484.4,785.1,2502.6,196.7,5.483
VA,1986,5787000,306,7.1,26.5,105.7,166.7,3553.8,812.5,2521.8,219.5,5.033
VA,1987,5904000,295,7.4,26,105.8,155.8,3664.5,806.9,2603.2,254.4,4.258
VA,1988,5996000,299.2,7.8,27.1,112.5,151.8,3877.5,818.4,2757.6,301.6,3.933
VA,1989,6098000,312.5,7.9,26.9,106.5,171.3,3898.9,756.9,2831.2,310.9,3.892
VA,1990,6187358,350.6,8.8,31,123.3,187.6,4090,731.1,3031.4,327.5,4.467
VA,1991,6286000,373.2,9.3,29.9,137.6,196.4,4234.2,783.1,3112.5,338.6,5.908
VA,1992,6377000,374.9,8.8,31.5,137.8,196.8,3923.6,709.1,2909,305.6,6.283
VA,1993,6491000,372.2,8.3,32.1,142,189.8,3743.3,667.7,2790.1,285.5,5.242
VA,1994,6552000,357.7,8.7,28.5,132.8,187.6,3689.9,638.8,2772,279.1,4.867
VA,1995,6618000,361.5,7.6,27.2,131.7,194.9,3627.7,595.2,2740,292.6,4.525
VA,1996,6675000,341.3,7.5,26.7,122.6,184.5,3627,588.1,2760.1,278.8,4.45
VA,1997,6734000,345.2,7.2,27,124.5,186.5,3530.9,571.4,2679,280.5,3.825
VA,1998,6791000,325.7,6.2,26.7,105.6,187.2,3334.7,560.9,2503.5,270.3,2.917
VA,1999,6872912,314.7,5.7,25,101.1,182.8,3059.3,471.6,2326.5,261.2,2.75
VA,2000,7078515,281.7,5.7,22.8,88.9,164.3,2746.4,429.9,2064.8,251.6,2.3
VA,2001,7196750,291,5.1,24.6,95.3,166,2883.3,439.1,2182.4,261.8,3.233
VA,2002,7287829,291.7,5.3,25.2,95.5,165.6,2851.1,435.8,2161.8,253.5,4.217
VA,2003,7365284,278.2,5.6,24.5,91.1,156.9,2721.5,395.2,2082.3,244.1,4.108
VA,2004,7481332,275.5,5.2,24.3,92.2,153.8,2678.2,384.4,2060.5,233.3,3.825
VA,2005,7564327,283,6.1,23.3,99.1,154.9,2649,394.3,2044,211,3.567
VA,2006,7642884,283.7,5.3,23.9,101.8,152.7,2489.3,420.9,1874.8,193.6,3.1
VA,2007,7712091,272.8,5.4,23.2,99.8,144.3,2486.5,415.3,1888.4,182.8,3.033
VA,2008,7769089,257.8,4.8,23.1,96.2,133.8,2532.2,414.3,1946.1,171.8,3.942
VA,2009,7882590,230.8,4.7,19.9,80.5,125.7,2461.4,405.4,1907.7,148.3,6.7
VA,2010,8023953,214.2,4.7,19.7,70.8,119,2335.5,383.9,1819.4,132.2,7.15
VA,2011,8104384,197.6,3.8,19.6,66.9,107.3,2256.8,378.3,1758,120.6,6.592
VA,2012,8186628,191.5,3.9,18.4,57.6,111.5,2179.6,362.2,1705.9,111.5,6.033
VA,2013,8270345,197.8,3.9,17.8,55.3,110.2,2074.4,323,1647,104.3,5.717
VA,2014,8326289,196.2,4.1,17.2,51.5,112.9,1930.3,277.7,1560.5,92.1,5.233
WA,1976,3612000,388.6,4.3,34.3,119.5,230.5,5405.4,1642.4,3414.3,348.7,8.9
WA,1977,3658000,374.9,4.3,39.6,106.2,224.8,5352.8,1605.6,3386.9,360.3,8.475
WA,1978,3774000,405.3,4.6,41.2,125,234.4,5710.3,1766.6,3548.8,394.9,6.858
WA,1979,3926000,434.6,4.8,46.4,120.7,262.8,6094.9,1783.6,3876.8,434.5,6.658
WA,1980,4113331,464.3,5.5,52.7,135.1,271,6450.7,1862.2,4192.9,395.6,8.1
WA,1981,4212000,447.3,5.1,50.2,130,262,6294.8,1892.1,4083.4,319.2,9.558
WA,1982,4245000,406.4,4.4,45.9,117.9,238.3,5875.8,1680.1,3914.9,280.8,11.958
WA,1983,4300000,371.8,4.9,44.7,105.4,216.7,5706,1640.1,3812.9,253,11.108
WA,1984,4349000,406.4,4.6,50,120.6,231.1,5695.3,1702,3745.8,247.4,9.283
WA,1985,4409000,425.4,5.2,54.9,132,233.3,6103.4,1811.3,4003.2,288.9,8.375
WA,1986,4463000,437,5,53.4,135.1,243.5,6442.6,1861.5,4266.6,314.5,8.125
WA,1987,4538000,439.5,5.6,52.2,141.4,240.2,6577.6,1904.5,4277.9,395.2,7.35
WA,1988,4619000,466.4,5.7,56.5,145.9,258.3,6646.6,1855.6,4358.1,432.9,6.308
WA,1989,4761000,471.7,4.4,61.7,140.1,265.5,6122.1,1545.1,4119.3,457.6,5.9
WA,1990,4866692,501.6,4.9,64,130,302.7,5721.3,1262.9,4011.4,447.1,5.242
WA,1991,5018000,522.6,4.2,70.3,145.5,302.5,5781.5,1235.5,4101.5,444.5,6.342
WA,1992,5136000,534.5,5,72,139.8,317.8,5638.3,1121.7,4045.1,471.5,7.333
WA,1993,5255000,514.6,5.2,64.4,137.1,307.9,5437.7,1067.2,3914.4,456.1,7.325
WA,1994,5343000,511.3,5.5,60.5,139.7,305.6,5516.3,1044.2,3971.5,500.5,6.575
WA,1995,5431000,484.3,5.1,59.2,132.7,287.3,5785.5,1091.2,4140.3,554,6.442
WA,1996,5533000,431.2,4.6,51.1,119,256.4,5478.2,1057.5,3898.5,522.2,6.067
WA,1997,5610000,440.7,4.3,51.4,120,265,5485.6,1106.3,3811.5,567.8,4.908
WA,1998,5689000,428.5,3.9,48.2,115.6,260.8,5438.9,1062.5,3757.7,618.7,4.8
WA,1999,5756361,377.3,3,47.1,100.9,226.3,4878,949.4,3341.2,587.3,4.883
